node,http://swrc.ontoware.org/ontology#article,http://swrc.ontoware.org/ontology#assistantprofessor,http://swrc.ontoware.org/ontology#book,http://swrc.ontoware.org/ontology#fullprofessor,http://swrc.ontoware.org/ontology#graduate,http://swrc.ontoware.org/ontology#incollection,http://swrc.ontoware.org/ontology#inproceedings,http://swrc.ontoware.org/ontology#lecturer,http://swrc.ontoware.org/ontology#manager,http://swrc.ontoware.org/ontology#misc,http://swrc.ontoware.org/ontology#organization,http://swrc.ontoware.org/ontology#person,http://swrc.ontoware.org/ontology#phdstudent,http://swrc.ontoware.org/ontology#proceedings,http://swrc.ontoware.org/ontology#project,http://swrc.ontoware.org/ontology#publication,http://swrc.ontoware.org/ontology#researchgroup,http://swrc.ontoware.org/ontology#researchtopic,http://swrc.ontoware.org/ontology#technicalreport,http://swrc.ontoware.org/ontology#technicalstaff,http://swrc.ontoware.org/ontology#undergraduate,http://www.w3.org/2002/07/owl#class,http://www.w3.org/2002/07/owl#datatype,http://www.w3.org/2002/07/owl#datatypeproperty,http://www.w3.org/2002/07/owl#ontology,http://www.w3.org/2002/07/owl#restriction
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id384instance,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.w3.org/2001/xmlschema#string,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
http://www.aifb.uni-karlsruhe.de/personen/viewpersonowl/id60instance,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id824instance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewexternerautorowl/id547instance,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id637instance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id656instance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/personen/viewpersonowl/id22instance,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id1011instance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/projekte/viewprojektowl/id31instance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id284instance,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id641instance,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id61instance,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id776instance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/forschungsgebiete/viewforschungsgebietowl/id128instance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id539instance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id882instance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id369instance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewexternerautorowl/id633instance,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/personen/viewpersonowl/id2072instance,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id683instance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewexternerautorowl/id691instance,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/personen/viewpersonowl/id1858instance,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ub1bl447c27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
http://www.aifb.uni-karlsruhe.de/forschungsgebiete/viewforschungsgebietowl/id101instance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id890instance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id270instance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewexternerautorowl/id783instance,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ub1bl722c18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
http://www.aifb.uni-karlsruhe.de/publikationen/viewexternerautorowl/id736instance,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id1283instance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id1305instance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id1294instance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id1243instance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/personen/viewpersonowl/id2065instance,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id475instance,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id515instance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewexternerautorowl/id828instance,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id608instance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id164instance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id704instance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/forschungsgebiete/viewforschungsgebietowl/id92instance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id24instance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewexternerautorowl/id716instance,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id819instance,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id1178instance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewexternerautorowl/id596instance,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id919instance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id222instance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id268instance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
ub1bl308c18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
http://www.aifb.uni-karlsruhe.de/personen/viewpersonowl/id2126instance,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id925instance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewexternerautorowl/id834instance,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id1331instance,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id991instance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/projekte/viewprojektowl/id5instance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id362instance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ub1bl697c27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id140instance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id147instance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewexternerautorowl/id697instance,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewexternerautorowl/id515instance,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id149instance,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/forschungsgebiete/viewforschungsgebietowl/id154instance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id695instance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id755instance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id949instance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id430instance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ub1bl641c18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id1171instance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id507instance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewexternerautorowl/id830instance,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id600instance,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ub1bl114c18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
http://www.aifb.uni-karlsruhe.de/publikationen/viewexternerautorowl/id375instance,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id1327instance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewexternerautorowl/id386instance,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/personen/viewpersonowl/id2047instance,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/projekte/viewprojektowl/id7instance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id146instance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/projekte/viewprojektowl/id21instance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id1131instance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewexternerautorowl/id500instance,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id455instance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewexternerautorowl/id376instance,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id581instance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/forschungsgebiete/viewforschungsgebietowl/id126instance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id483instance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id1318instance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id1090instance,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id1132instance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/projekte/viewprojektowl/id39instance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id1273instance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id1032instance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewexternerautorowl/id250instance,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id1260instance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id818instance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id314instance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id928instance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/personen/viewpersonowl/id1958instance,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id477instance,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id850instance,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id947instance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id864instance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id1101instance,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewexternerautorowl/id449instance,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id1147instance,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewexternerautorowl/id839instance,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id1221instance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewexternerautorowl/id655instance,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/forschungsgebiete/viewforschungsgebietowl/id85instance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id307instance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id74instance,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id690instance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/forschungsgebiete/viewforschungsgebietowl/id96instance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewexternerautorowl/id799instance,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id376instance,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
