Data Graph Vertex ID,hash
"motivation: was ist crm und was kann crm leisten?"^^http://www.w3.org/2001/xmlschema#string,-752951067
"the well-supported semantics for multidimensional dynamic logic programs"^^http://www.w3.org/2001/xmlschema#string,32329387
"herbert kuss"^^http://www.w3.org/2001/xmlschema#string,592926194
"towards semantic middleware for web application development"^^http://www.w3.org/2001/xmlschema#string,1512918834
"jakob karszt"^^http://www.w3.org/2001/xmlschema#string,-1476349448
"predicting foreign exchange rate return directions with support vector machines"^^http://www.w3.org/2001/xmlschema#string,150288171
"ontology-based text clustering"^^http://www.w3.org/2001/xmlschema#string,-505220637
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id825instance,-1192339667
"proceedings of international conference on self-organization and autonomous systems in computing and communications (soas 2006)"^^http://www.w3.org/2001/xmlschema#string,1939402362
"501-513"^^http://www.w3.org/2001/xmlschema#string,-1480429095
"domain models can be constructed more easily and made more robust by reusing ontologies in a well-defined way. in this paper the karo approach is introduced which provides various means of retrieving and adapting components of an ontology as part of a domain model construction process. karo is based on the knowledge-processing component lilog-kb provided by the lilog text-understanding system. above all, the notion of classification is applied for the retrieval of relevant categories. the upper structure of lilog-kb serves as an exemplary ontology. by integrating karo into the model-based and incremental knowledge engineering environment (mike) the reuse of a predefined ontology can be integrated into the development process of expert systems in a systematic way."^^http://www.w3.org/2001/xmlschema#string,340727319
"http://www.canis.uiuc.edu/schatz.html"^^http://www.w3.org/2001/xmlschema#string,-929929926
http://www.aifb.uni-karlsruhe.de/personen/viewpersonowl/id2140instance,879920582
"157-161"^^http://www.w3.org/2001/xmlschema#string,-912571820
"efficient data mining based on formal concept analysis"^^http://www.w3.org/2001/xmlschema#string,-1893273129
"risk management"^^http://www.w3.org/2001/xmlschema#string,955405838
"current courseware is often tightly coupled with a specific e-learning system for its access and presentation. we identify the system components and their interaction in creating, publishing, accessing and executing platform independent learning content. we present a system model aimed at using inexpensive of-the-shelf components to supply the core functionality while being ready to integrate flexible and powerful content management and e-learning support systems in future."^^http://www.w3.org/2001/xmlschema#string,2022069727
http://www.aifb.uni-karlsruhe.de/publikationen/viewexternerautorowl/id746instance,624570010
"informatik03 - jahrestagung der gesellschaft f\u00c3\u00bcr informatik"^^http://www.w3.org/2001/xmlschema#string,-908511596
"j. ramos"^^http://www.w3.org/2001/xmlschema#string,-1558757383
"towards semantic web mining"^^http://www.w3.org/2001/xmlschema#string,-291968077
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id670instance,262390040
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id656instance,-355310945
"+49 (721) 608 6582"^^http://www.w3.org/2001/xmlschema#string,-100166961
"the paper discusses an approach which allows the specification of a knowledge-based system (kbs) at several levels. the knowledge acquisition and representation language karl combines a description of a kbs at the conceptual level supported by graphical modelling primitives with a description at a formal and executable level. therefore, a karl-specification can be used as a means for communication between expert and knowledge engineer as well as an intermediate representation, closing the conceptual gap between an informal specification and an implementation of a kbs. in the paper, karl is mainly discussed as a graphical modelling language."^^http://www.w3.org/2001/xmlschema#string,1396685146
"244-265"^^http://www.w3.org/2001/xmlschema#string,-1976178404
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id469instance,1777953586
"language support for knowledge-based systems design"^^http://www.w3.org/2001/xmlschema#string,1907002567
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id1004instance,1552045879
"ontoedit: guiding ontology development by methodology and inferencing"^^http://www.w3.org/2001/xmlschema#string,922774025
http://informatik.uni-kiel.de/fluid#ub1bl726c18,71199460
http://www.aifb.uni-karlsruhe.de/publikationen/viewexternerautorowl/id742instance,2089703279
"01733154945"^^http://www.w3.org/2001/xmlschema#string,345531756
"ontoserver - framework f\u00c3\u00bcr ontologie-dienste"^^http://www.w3.org/2001/xmlschema#string,1859516163
"419"^^http://www.w3.org/2001/xmlschema#string,256300457
http://www.aifb.uni-karlsruhe.de/publikationen/viewexternerautorowl/id571instance,-745020953
"ontoedit empowering swap: a case study in supporting distributed, loosely-controlled and evolving engineering of ontologies (diligent)"^^http://www.w3.org/2001/xmlschema#string,1989166106
"1.3"^^http://www.w3.org/2001/xmlschema#string,-1053702674
"proceedings of the acl workshop on deep lexical acquisition"^^http://www.w3.org/2001/xmlschema#string,1282019283
"bibster is a semantics-based peer-to-peer system for exchanging bibliographic data among researchers. bibster exploits ontologies in data storage, query formulation, query routing and answer presentation. while the original bibster system assumed a globally shared domain ontology, we here describe extensions to the bibster system, that allow to learn personalized ontologies from the local bibliographic metadata. these personal ontologies can not only be used for subsequently classifying the bibliographic metadata, but also for supporting an improved query refinement process."^^http://www.w3.org/2001/xmlschema#string,1201961123
"331-334"^^http://www.w3.org/2001/xmlschema#string,-744937695
"bastian quilitz"^^http://www.w3.org/2001/xmlschema#string,1549632246
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id571instance,-307850023
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id609instance,-2025411221
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id1020instance,1759030929
"459-478"^^http://www.w3.org/2001/xmlschema#string,1158201347
"integration von software engineering methoden in den kads-ansatz (integration of software engineering and kads)"^^http://www.w3.org/2001/xmlschema#string,-2040604017
"relational exploration - combining description logics and formal concept analysis for knowledge specification"^^http://www.w3.org/2001/xmlschema#string,1970395222
"oliver paulzen"^^http://www.w3.org/2001/xmlschema#string,-1601702321
"on the knowledge level of an on-line shop assistant"^^http://www.w3.org/2001/xmlschema#string,2134632853
"a guided tour through the data mining jungle"^^http://www.w3.org/2001/xmlschema#string,-1531321128
"elfriede kelp"^^http://www.w3.org/2001/xmlschema#string,1431715037
http://www.aifb.uni-karlsruhe.de/publikationen/viewexternerautorowl/id74instance,283530162
"wikipedia and the semantic web - the missing links"^^http://www.w3.org/2001/xmlschema#string,1263811966
"a. mathias"^^http://www.w3.org/2001/xmlschema#string,1539360370
"1991"^^http://www.w3.org/2001/xmlschema#string,1446074077
"semantic web service architecture - evolving web service standards toward the semantic web"^^http://www.w3.org/2001/xmlschema#string,1972151418
http://informatik.uni-kiel.de/fluid#ub1bl320c18,1021660638
"management of e-learning processes with high-level petri nets"^^http://www.w3.org/2001/xmlschema#string,-1268453688
"bernhard sick"^^http://www.w3.org/2001/xmlschema#string,1051769273
http://www.aifb.uni-karlsruhe.de/personen/viewpersonowl/id16instance,-1490290299
"blaz fortuna"^^http://www.w3.org/2001/xmlschema#string,664550080
"453-456"^^http://www.w3.org/2001/xmlschema#string,868523760
"envolving en-route caching strategies for the internet"^^http://www.w3.org/2001/xmlschema#string,1753256738
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id995instance,-1016454150
"http://wwwra.informatik.uni-rostock.de/sites/about/staff/tavangarian_homepage.htm"^^http://www.w3.org/2001/xmlschema#string,-593734957
"business process simulation"^^http://www.w3.org/2001/xmlschema#string,-1064766811
"6th international conference on information visualisation (iv02), 10 - 12 july 2002, london, england"^^http://www.w3.org/2001/xmlschema#string,1990521624
"ant colony optimization"^^http://www.w3.org/2001/xmlschema#string,-2047608414
"creating the semantic web"^^http://www.w3.org/2001/xmlschema#string,-1887877700
"2473"^^http://www.w3.org/2001/xmlschema#string,602081631
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id939instance,116948028
"jasmin saric"^^http://www.w3.org/2001/xmlschema#string,438063958
"soba: smartweb ontology-based annotation"^^http://www.w3.org/2001/xmlschema#string,1452602476
"applying population based aco to dynamic optimization problems"^^http://www.w3.org/2001/xmlschema#string,1620998627
"6.4"^^http://www.w3.org/2001/xmlschema#string,1562793095
"karlsruhe, germany"^^http://www.w3.org/2001/xmlschema#string,-691335264
http://www.aifb.uni-karlsruhe.de/publikationen/viewexternerautorowl/id30instance,1321588290
"342-350"^^http://www.w3.org/2001/xmlschema#string,349368117
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id1178instance,-585726895
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id724instance,1097602582
"semantic kernels for text classification based on topological measures of feature similarity"^^http://www.w3.org/2001/xmlschema#string,610944883
"peter frankhauser"^^http://www.w3.org/2001/xmlschema#string,1117580825
http://www.aifb.uni-karlsruhe.de/publikationen/viewexternerautorowl/id429instance,-276116916
"bernardo magnini"^^http://www.w3.org/2001/xmlschema#string,694765817
"michael g. strintzis"^^http://www.w3.org/2001/xmlschema#string,1851286589
"luca gilardoni"^^http://www.w3.org/2001/xmlschema#string,1561821623
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id1031instance,242026113
"amsterdam, netherlands"^^http://www.w3.org/2001/xmlschema#string,827055772
"proceedings of the workshop on contract architectures and languages (coala 2005), in conjunction with the 9th ieee international enterprise computing conference (edoc 2005)"^^http://www.w3.org/2001/xmlschema#string,472724066
http://www.aifb.uni-karlsruhe.de/publikationen/viewexternerautorowl/id773instance,1449649319
http://www.aifb.uni-karlsruhe.de/projekte/viewprojektowl/id72instance,1522686557
"6-10"^^http://www.w3.org/2001/xmlschema#string,573842085
"wolfgang nejdl"^^http://www.w3.org/2001/xmlschema#string,-422358122
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id1129instance,1254504115
"proceedings of the ecai-02 workshop on ontologies and semantic interoperability lyon, july 22, 2002"^^http://www.w3.org/2001/xmlschema#string,-1840247442
"realisierung einer transdisziplin\u00c3\u00a4ren erhebung von daten und kennzahlen zur analyse und steuerung eines banken-it-dienstleisters"^^http://www.w3.org/2001/xmlschema#string,-1390282203
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id333instance,-1485206556
"proceedings of the 16th bled electronic commerce conference, etransformation"^^http://www.w3.org/2001/xmlschema#string,1810476941
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id843instance,-728455464
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id922instance,209935459
"729 - 735"^^http://www.w3.org/2001/xmlschema#string,-457414232
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id1028instance,1454654970
http://www.aifb.uni-karlsruhe.de/personen/viewpersonowl/id50instance,90603791
"proceedings of the 13th european conference on artificial intelligence (ecai-98), brighton, uk"^^http://www.w3.org/2001/xmlschema#string,1658529762
http://www.aifb.uni-karlsruhe.de/publikationen/viewexternerautorowl/id337instance,-1925247446
http://informatik.uni-kiel.de/fluid#ub1bl645c18,735894635
"maarten mika"^^http://www.w3.org/2001/xmlschema#string,1419276855
"proceedings of the iswc 2006 poster and demo session"^^http://www.w3.org/2001/xmlschema#string,-1603496387
"http://www.isi.edu/~frank/"^^http://www.w3.org/2001/xmlschema#string,-389168440
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id863instance,-488752883
"on analysing query ambiguity for query refinement: the librarian agent approach"^^http://www.w3.org/2001/xmlschema#string,-603057165
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id1037instance,996616871
"vienna, austria"^^http://www.w3.org/2001/xmlschema#string,-2062705725
"4068"^^http://www.w3.org/2001/xmlschema#string,1763100829
"http://www.aifb.uni-karlsruhe.de/personen/bilder/u1p2l3o4a5d43"^^http://www.w3.org/2001/xmlschema#string,1228703699
"conceptual structures at work: 12th international conference on conceptual structures"^^http://www.w3.org/2001/xmlschema#string,-2097609860
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id1352instance,-1746010567
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id661instance,1898566243
"0721/608-3924"^^http://www.w3.org/2001/xmlschema#string,1534941665
"a unifying view on business process modelling and knowledge engineering"^^http://www.w3.org/2001/xmlschema#string,-88937587
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id1150instance,-607554309
"http://www.momatik.de"^^http://www.w3.org/2001/xmlschema#string,-237943819
http://www.aifb.uni-karlsruhe.de/publikationen/viewexternerautorowl/id858instance,-1243522441
http://informatik.uni-kiel.de/fluid#ub1bl122c18,1636922615
"towards ontologies for formalizing modularization and communication in large software systems"^^http://www.w3.org/2001/xmlschema#string,432137970
"semantic web mining combines two fast-developing research areas:\r\nsemantic web and web mining. in this connection, the intention is\r\nto improve, on the one hand, web mining methods by new formal\r\nsemantics represented in the web and to utilize web mining\r\nresults, on the other hand, for building up the semantic web. we\r\nalso present the semiport project, in which methods and tools for\r\nsemantic information portals will be developed."^^http://www.w3.org/2001/xmlschema#string,-801359370
"cia '99 - proceedings of the 3rd international workshop on cooperating information agents. upsala, sweden"^^http://www.w3.org/2001/xmlschema#string,886605921
http://www.aifb.uni-karlsruhe.de/publikationen/viewexternerautorowl/id58instance,1112511786
http://www.aifb.uni-karlsruhe.de/publikationen/viewexternerautorowl/id18instance,-1495382151
http://www.aifb.uni-karlsruhe.de/forschungsgebiete/viewforschungsgebietowl/id122instance,1381757995
"specification of a benchmarking methodology for alignment techniques"^^http://www.w3.org/2001/xmlschema#string,623932194
"mike uschold"^^http://www.w3.org/2001/xmlschema#string,1222380503
"2.2.2"^^http://www.w3.org/2001/xmlschema#string,781016566
http://informatik.uni-kiel.de/fluid#ub1bl629c18,-1948494282
"smartapi - associating ontologies and apis for rapid application development"^^http://www.w3.org/2001/xmlschema#string,-1048230238
"231-241"^^http://www.w3.org/2001/xmlschema#string,-1123323620
"applications of multi-objective evolutionary algorithms"^^http://www.w3.org/2001/xmlschema#string,-2142446588
"proceedings of international conference on knowledge management 2002 (i-know'02) , july 11-12 2002, graz, austria"^^http://www.w3.org/2001/xmlschema#string,-488702928
"15"^^http://www.w3.org/2001/xmlschema#string,-1701340869
"an  integrated approach for the specification of processes and related complex structured objects in business applications"^^http://www.w3.org/2001/xmlschema#string,-2124027213
"blablba"^^http://www.w3.org/2001/xmlschema#string,1597243120
"vorgehensmodelle f\u00c3\u00bcr die entwicklung wissensbasierter systeme"^^http://www.w3.org/2001/xmlschema#string,1324338715
"athur stutt"^^http://www.w3.org/2001/xmlschema#string,-1655004442
http://www.aifb.uni-karlsruhe.de/publikationen/viewexternerautorowl/id397instance,2002816178
"die kommerzielle nutzung von umts steht in deutschland kurz bevor, aber auch lizenzfreie alternativen wie\r\nwlan haben marktreife erreicht und erfreuen sich wachsender nutzerzahlen. umts fehlen derzeit nicht nur marktreife endger\u00c3\u00a4te, sondern auch ideen f\u00c3\u00bcr anwendungen, die diesen neuen mobilfunkstandard f\u00c3\u00bcr endkunden attraktiv machen. ortsbezogene dienste (bzw. location-based services &#8211; lbs) k\u00c3\u00b6nnten die basis f\u00c3\u00bcr neuartige anwendungen mit der notwendigen attraktivit\u00c3\u00a4t darstellen. im rahmen der notebook university karlsruhe\r\n(nukath) wurde der prototyp eines ortsdienstes entwickelt, bei dem auf teure lizenzen, spezielle neue protokolle und neue typen von endger\u00c3\u00a4ten verzichtet wird. der prototyp erm\u00c3\u00b6glicht die ortung mittels gps (global positioning system), die kommunikation \u00c3\u00bcber wlan (ieee 802.11) und die benutzung von notebooks,\r\ntablet pcs oder &#8211; mit leichter modifikation &#8211; auch anderer mobiler ger\u00c3\u00a4te."^^http://www.w3.org/2001/xmlschema#string,648760177
http://www.aifb.uni-karlsruhe.de/publikationen/viewexternerautorowl/id849instance,-209610246
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id85instance,-292585963
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id980instance,-1607143731
"http://www.aifb.uni-karlsruhe.de/wbs/jta/indexde.html"^^http://www.w3.org/2001/xmlschema#string,-1536152870
http://www.aifb.uni-karlsruhe.de/forschungsgebiete/viewforschungsgebietowl/id148instance,-247697431
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id1143instance,1881940888
"personal knowledge management with semantic wikis"^^http://www.w3.org/2001/xmlschema#string,-1875274135
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id357instance,862563793
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id1341instance,1734009539
http://www.aifb.uni-karlsruhe.de/publikationen/viewexternerautorowl/id61instance,-1206452835
"nenad stojanovic"^^http://www.w3.org/2001/xmlschema#string,960467042
"frankfurt, germany"^^http://www.w3.org/2001/xmlschema#string,-339579892
"ulmer informatik-berichte"^^http://www.w3.org/2001/xmlschema#string,1853765372
"semantic web technologies: trends and research in ontology-based systems"^^http://www.w3.org/2001/xmlschema#string,565869382
http://informatik.uni-kiel.de/fluid#ub1bl526c18,-1696986111
"matthias mantel"^^http://www.w3.org/2001/xmlschema#string,-1573069940
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id588instance,335884883
http://www.aifb.uni-karlsruhe.de/publikationen/viewexternerautorowl/id791instance,836912174
http://swrc.ontoware.org/ontology#editor,523444281
"+49 (721) 608 6580"^^http://www.w3.org/2001/xmlschema#string,801835006
"natural language processing"^^http://www.w3.org/2001/xmlschema#string,973879024
"nichtmonotone, neuro-symbolische und begriffliche wissensverarbeitung"^^http://www.w3.org/2001/xmlschema#string,-849123480
"2.6.2"^^http://www.w3.org/2001/xmlschema#string,981577818
"proceedings of world conference on educational multimedia, hypermedia and telecommunications 2005"^^http://www.w3.org/2001/xmlschema#string,1686263162
"new york city"^^http://www.w3.org/2001/xmlschema#string,494372486
"in this paper we present text2onto, a framework for ontology learning from textual resources. three main features distinguish text2onto from our earlier framework texttoonto as well as other state-of-the-art ontology learning frameworks. first, by representing the learned knowledge at a meta-level in the form of instantiated modeling primitives within a so called probabilistic ontology model (pom), we remain independent of a concrete target language while being able to translate the instantiated primitives into any (reasonably expressive) knowledge representation formalism. second, user interaction is a core aspect of text2onto and the fact that the system calculates a confidence for each learned object allows to design sophisticated visualizations of the pom. third, by incorporating strategies for data-driven change discovery, we avoid processing the whole corpus from scratch each time it changes, only selectively updating the pom according to the corpus changes instead. besides increasing efficiency in this way, it also allows a user to trace the evolution of the ontology with respect to the changes in the underlying corpus."^^http://www.w3.org/2001/xmlschema#string,-1531579056
"proceedings of the www'03 workshop on semantics in peer-to-peer and grid computing"^^http://www.w3.org/2001/xmlschema#string,1225381314
"the semantic web workshop at the 11th international www conference (www-2002)"^^http://www.w3.org/2001/xmlschema#string,-1277910820
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id250instance,1269750450
"automatic user support for business process modeling"^^http://www.w3.org/2001/xmlschema#string,1718312016
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id692instance,109105275
"7. internationale tagung wirtschaftsinformatik, track internet\u00c3\u00b6konomie"^^http://www.w3.org/2001/xmlschema#string,-677878165
http://www.aifb.uni-karlsruhe.de/publikationen/viewexternerautorowl/id463instance,-1987199299
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id928instance,1969471139
"extraction of financial data from www"^^http://www.w3.org/2001/xmlschema#string,-952602809
"b. chandrasekaran"^^http://www.w3.org/2001/xmlschema#string,-42677066
http://www.aifb.uni-karlsruhe.de/publikationen/viewexternerautorowl/id753instance,-1102471616
http://swrc.ontoware.org/ontology#incollection,-2138312908
"404"^^http://www.w3.org/2001/xmlschema#string,852703251
"knowledge-based systems: survey and future directions, proceeding of the 5th german conf. on knowledge-based systems, wuerzburg, march 1999"^^http://www.w3.org/2001/xmlschema#string,-148703033
"the development and operation of value-added data services\r\nfor mobile terminals still requires a lot of time, manpower,\r\nhighly specialized know-how about telecommunication\r\nnetworks and financial resources, so for small and\r\nmedium-sized enterprises (sme) it is difficult or even impossible\r\nto set up such services for their own use or for their\r\ncustomers. since sme play an important economic and\r\nthus social role, often contribute to innovation and many\r\nof them have highly specialized know-how this is an untenable\r\nsituation. the aim of the intended research-project\r\nmodiframe is therefore to develop and evaluate a technical\r\nframework which provides the complete infrastructure\r\nneeded by sme to develop and operate mobile services."^^http://www.w3.org/2001/xmlschema#string,179435087
"structured development of problem solving methods"^^http://www.w3.org/2001/xmlschema#string,1695717268
http://www.aifb.uni-karlsruhe.de/publikationen/viewexternerautorowl/id636instance,1990444222
"132-146"^^http://www.w3.org/2001/xmlschema#string,319088191
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id18instance,-1237664201
http://www.aifb.uni-karlsruhe.de/forschungsgebiete/viewforschungsgebietowl/id32instance,540795257
"paul ortyl"^^http://www.w3.org/2001/xmlschema#string,311422965
http://www.aifb.uni-karlsruhe.de/publikationen/viewexternerautorowl/id135instance,-746718783
http://www.aifb.uni-karlsruhe.de/publikationen/viewpublikationowl/id1048instance,2026439525
