Primary Vertex hash,Summarized Vertex hash
537826089,-497819613
537826089,200329602
537826089,-1092854610
537826089,-2128698516
537826089,100411279
537826089,-11936454
537826089,2092039883
537826089,-1682130495
537826089,1741710765
537826089,-541278782
537826089,-1758792364
537826089,-49471630
537826089,-187378092
537826089,-771272571
537826089,700877632
537826089,348083758
537826089,-2070223346
537826089,-394229226
537826089,-1928818800
537826089,-882144782
537826089,2111348545
537826089,1156687467
537826089,-1142048397
537826089,1410274989
537826089,874190527
537826089,-1352512058
537826089,609609456
537826089,1845922991
537826089,-920196212
537826089,-988264524
537826089,761917380
537826089,1350120150
537826089,342906591
537826089,1929080905
537826089,-1747004052
537826089,1402122535
537826089,1413814003
537826089,-413661726
537826089,1173448522
537826089,-1720099898
537826089,1034600299
537826089,-635553572
537826089,-872403261
537826089,1091740630
537826089,491863959
537826089,2076915980
537826089,-1583652014
537826089,252284355
537826089,-991951315
537826089,-518814781
537826089,955824680
537826089,-739716807
537826089,-1470158199
537826089,-1310108880
537826089,19203068
537826089,1332170172
537826089,-1573609240
537826089,725428705
537826089,108766360
537826089,-1841819429
537826089,1363874735
537826089,-323883433
537826089,-1534327194
537826089,793079211
537826089,938390784
537826089,1563279299
537826089,-1386336338
537826089,743296699
537826089,2037611396
537826089,-110560366
537826089,1677936376
537826089,-2007078238
537826089,-361543537
537826089,-624617020
537826089,-965130883
537826089,-1349915507
537826089,-451099109
537826089,-827068994
537826089,-1436161688
537826089,1055817184
537826089,-2100796968
537826089,-475578185
537826089,1150429056
537826089,218050540
537826089,765816497
537826089,-1670742158
537826089,-248098257
537826089,-1742439618
537826089,-54173730
537826089,-1766689362
537826089,-973674775
537826089,2035653237
537826089,1674379498
537826089,-832164543
537826089,544514910
537826089,1782556947
537826089,1145718631
537826089,931902630
537826089,-764653220
537826089,2145434832
537826089,1192608804
537826089,1603607718
537826089,-31097571
537826089,-945814371
537826089,20390409
537826089,-1060437004
537826089,-1321667975
537826089,1350292281
537826089,-1850133763
537826089,1354552313
537826089,1392717893
537826089,1729791058
537826089,1088791471
537826089,-1028226586
537826089,-1350464301
537826089,1496324707
537826089,-210694105
537826089,-1088144270
537826089,159779551
537826089,-869838983
537826089,186452035
537826089,823079505
537826089,-1640342182
537826089,1931407484
537826089,-461920492
537826089,-1830186609
537826089,-583934374
537826089,869060775
537826089,17220201
537826089,-734120113
537826089,-676047674
537826089,-1540937900
537826089,643736868
537826089,19472978
537826089,-824087139
537826089,686951310
537826089,327954673
537826089,1342763895
537826089,-2101878473
537826089,-707963314
537826089,1696147101
537826089,-1368396309
537826089,-365336130
537826089,15147887
537826089,-102335893
537826089,-670418044
537826089,-7848954
537826089,1365684969
537826089,-664511509
537826089,-918271273
537826089,201082991
537826089,49250680
537826089,964229856
537826089,1452971266
537826089,-1748347822
537826089,472588215
537826089,-1658437958
537826089,-2143722588
537826089,-1611441043
537826089,733710372
537826089,-2119400947
537826089,1118978320
537826089,1604500484
537826089,1764928149
537826089,-660726988
537826089,-362255931
537826089,-215322465
537826089,1537554460
537826089,-1840074264
537826089,1094804221
537826089,2093260664
537826089,-2000155785
537826089,-639575457
537826089,-279319399
537826089,1559854905
537826089,2118212995
537826089,284267316
537826089,25559617
537826089,-1470501986
537826089,276714422
537826089,-1221020431
537826089,-428800584
537826089,-238497256
537826089,1927868729
537826089,-1019993899
537826089,-801451054
537826089,-2031041253
537826089,-295670381
537826089,-397931589
537826089,-371209684
537826089,1617552286
537826089,1495456469
537826089,1257777409
537826089,462674025
537826089,916190561
537826089,1603361903
537826089,788991225
537826089,530774954
537826089,284316922
537826089,206628954
537826089,-1587215000
537826089,1343697945
537826089,483162307
537826089,-415472852
537826089,-1358648555
537826089,-607559720
537826089,209021030
537826089,-1835460978
537826089,683117728
537826089,-1728291605
537826089,-1549310022
537826089,1349211253
537826089,-1945507797
537826089,1765731612
537826089,912142973
537826089,-2082863117
537826089,-274093181
537826089,1938593703
537826089,-160787898
537826089,1436987787
537826089,-826012949
537826089,1609440217
537826089,1017600159
537826089,342503504
537826089,-352661819
537826089,1188840094
537826089,-1195688712
537826089,-806663249
537826089,1411960933
537826089,819262619
537826089,-2059288304
537826089,-166972833
537826089,18048325
537826089,1049131728
537826089,-70443116
537826089,-26764739
537826089,-2047491665
537826089,-582665959
537826089,2112223672
537826089,-131302287
537826089,-387887995
537826089,-1956180224
537826089,1423192243
537826089,-1277020283
537826089,2032450895
537826089,98460083
537826089,-1228442967
537826089,-913388034
537826089,132678557
537826089,-1193665361
537826089,393614095
537826089,1909306807
537826089,-552920207
537826089,-962927904
537826089,-2011288477
537826089,749791438
537826089,377975302
537826089,722661264
537826089,1644873346
537826089,-184922000
537826089,-251775883
537826089,1932761016
537826089,-1300932866
537826089,-1022990456
537826089,-69705898
537826089,1704100125
537826089,462151451
537826089,612556818
537826089,793471960
537826089,2135489502
537826089,-670286694
537826089,-630087961
537826089,-673705152
537826089,818787411
537826089,1464824785
537826089,-337072265
537826089,3941532
537826089,-1806872338
537826089,895963595
537826089,-580077119
537826089,-460480456
537826089,-1288964195
537826089,1854483006
537826089,1816529150
537826089,420355508
537826089,-934318860
537826089,314537475
537826089,-970300693
537826089,467066645
537826089,-1761225791
537826089,-925922293
537826089,-1143464161
537826089,-1035745660
537826089,1065630531
537826089,-1596718050
537826089,-1358533684
537826089,-579642952
537826089,1252470378
537826089,-817918991
537826089,-362443094
537826089,1832356327
537826089,569197887
537826089,86467058
537826089,-1870597035
537826089,1444033223
537826089,1536220998
537826089,-36955860
537826089,-304357
537826089,-1674307371
537826089,707981009
537826089,478804077
537826089,-481777746
537826089,-404708600
537826089,-256363440
537826089,1580948179
537826089,1900508587
537826089,-75317389
537826089,-1789775456
537826089,-856774630
537826089,1761078273
537826089,1804324722
537826089,675400888
537826089,-140504230
537826089,-1010735297
537826089,1886270829
537826089,-941833512
537826089,-1705476258
537826089,-494360703
537826089,1312172863
537826089,779864945
537826089,-667927236
537826089,-1177510692
537826089,-372273982
537826089,650699718
537826089,-1117980595
537826089,627802234
537826089,-1586133916
537826089,-1939175048
537826089,-1982903079
537826089,28509348
537826089,1244278578
537826089,-2133916202
537826089,541402457
537826089,-2138438230
537826089,328865466
537826089,441024361
537826089,-996130431
537826089,1005977303
537826089,1955893686
537826089,1122174923
537826089,-1272737525
537826089,1557060071
537826089,1013971270
537826089,1115178837
537826089,307468156
537826089,-715239313
537826089,-1603099325
537826089,-1473139451
537826089,-211470766
537826089,-599787259
537826089,1025816606
537826089,1688420766
537826089,-561316918
537826089,-1927174042
537826089,418397629
537826089,-1300916422
537826089,-1471189732
537826089,-720744354
537826089,-1193869940
537826089,-223365133
537826089,176705492
537826089,-41322284
537826089,-814699986
537826089,860485143
537826089,2131622508
537826089,1492942237
537826089,1851058992
537826089,692636717
537826089,1292101743
537826089,-1476153997
537826089,-1428697180
537826089,437501798
537826089,1318038518
537826089,-475945256
537826089,-1719468807
537826089,195120858
537826089,-2038971636
537826089,2077703848
537826089,-1306773601
537826089,1525497700
537826089,2011746914
537826089,1216097776
537826089,292795645
537826089,-1851239368
537826089,587204241
537826089,-14525769
537826089,-398643803
537826089,-432905301
537826089,2044689477
537826089,403602860
537826089,-1855310641
537826089,551421303
537826089,-1274465885
537826089,1750183419
537826089,-1606859381
537826089,566133773
537826089,387379873
537826089,1805626919
537826089,363089950
537826089,736185949
537826089,-1460613811
537826089,-1366004949
537826089,1734869673
537826089,1375654973
537826089,139316613
537826089,579200840
537826089,1893782831
537826089,570525649
537826089,1940346487
537826089,1831184630
537826089,442892214
537826089,-1335806537
537826089,1810542130
537826089,-830059682
537826089,-1154957583
537826089,-534329860
537826089,-1445827570
537826089,-680906058
537826089,-38258587
537826089,-1456436013
537826089,285414629
537826089,-2051792813
537826089,1869613719
537826089,1061206701
537826089,624304347
537826089,921613086
537826089,256699070
537826089,-1751764379
537826089,-708685770
537826089,311416696
537826089,-252717801
537826089,1960399139
537826089,-142962047
537826089,1551128968
537826089,1337100722
537826089,323310919
537826089,651116749
537826089,-2114025480
537826089,-1980657670
537826089,-1133864346
537826089,-1502347143
537826089,2107120535
537826089,-628015997
537826089,1995501794
537826089,-1346172464
537826089,-813954712
537826089,-338547258
537826089,1471435170
537826089,-935956945
537826089,-1689698989
537826089,802752966
537826089,-1683530355
537826089,-951090843
537826089,234695638
537826089,164859879
537826089,915361978
537826089,-1395193119
537826089,895595352
537826089,175688770
537826089,2000433415
537826089,132530648
537826089,-584729756
537826089,-1181524009
537826089,876450424
537826089,-495279056
537826089,2108242917
537826089,1056069822
537826089,692924185
537826089,-29534104
537826089,-2037825313
537826089,614548217
537826089,1749274137
537826089,-645652514
537826089,785868940
537826089,-927256858
537826089,-1829088102
537826089,-1053350058
537826089,-2104310539
537826089,1347581503
537826089,-1901180733
537826089,-1559968406
537826089,1309288571
537826089,841634911
537826089,-386912633
537826089,-811726361
537826089,390279481
537826089,2071330058
537826089,220646311
537826089,-524876236
537826089,-48415846
537826089,1832774580
537826089,-100623222
537826089,686444135
537826089,1368446720
537826089,75006696
537826089,1336068400
537826089,109862943
537826089,-1261702564
537826089,-1020222062
537826089,679235295
537826089,1128310245
537826089,104251551
537826089,1287014940
537826089,239413480
537826089,-1109099701
537826089,-437599397
537826089,-1176666257
537826089,-936128896
537826089,-105701625
537826089,-440106126
537826089,-4064906
537826089,-466148724
537826089,855864766
537826089,1169220467
537826089,262547813
537826089,1479630580
537826089,-1990029404
537826089,-426893244
537826089,1001504125
537826089,-70918903
537826089,-155201423
537826089,-1230966673
537826089,-580502602
537826089,261900621
537826089,1429017599
537826089,-928895369
537826089,1422578204
537826089,327333204
537826089,49243191
537826089,-1322543118
537826089,919400470
537826089,-1036131101
537826089,1112032424
537826089,978164908
537826089,-1983926437
537826089,-899126129
537826089,2106415972
537826089,1274334494
537826089,1956500087
537826089,-868816165
537826089,-488602611
537826089,-1362188256
537826089,-2048113895
537826089,296884037
537826089,-2052922533
537826089,-1924363338
537826089,187682260
537826089,-1534057876
537826089,1183523211
537826089,2069118039
537826089,195128487
537826089,98411227
537826089,-1965699620
537826089,-1314728280
537826089,1684939621
537826089,786770408
537826089,340128584
537826089,-1239437039
537826089,-1904875165
537826089,2103212612
537826089,2075172008
537826089,749317042
537826089,1261210673
537826089,1832634917
537826089,-189279320
537826089,1489158113
537826089,-1511652667
537826089,637092572
537826089,-58582105
537826089,-1219702678
537826089,102056249
537826089,-194735287
537826089,-1099540154
537826089,150065091
537826089,141635404
537826089,606200604
537826089,-887124958
537826089,-1570863846
537826089,-472374114
537826089,1403434208
537826089,-379802091
537826089,-1791487375
537826089,-1201471698
537826089,163909256
537826089,-1055906211
537826089,-1212616472
537826089,589997183
537826089,-159329833
537826089,-214100889
537826089,1249340714
537826089,1966297709
537826089,892621392
537826089,-2098895486
537826089,-1443058021
537826089,-642760998
537826089,282212281
537826089,-153202253
537826089,1545714508
537826089,1478082422
537826089,734964920
537826089,1399952391
537826089,2072771836
537826089,2047688052
537826089,1406710947
537826089,1586985451
537826089,575808812
537826089,947576824
537826089,336245640
537826089,-1274186871
537826089,-528439543
537826089,-1404671027
537826089,-715861287
537826089,2022727455
537826089,525629636
537826089,893383339
537826089,1423242060
537826089,-1225797258
537826089,-1585215975
537826089,-1834764999
537826089,1133536266
537826089,-1078970324
537826089,-1651729901
537826089,-1911035466
537826089,-962633411
537826089,-1466650832
537826089,-284653408
537826089,-1800809725
537826089,-1342191531
537826089,-1431507705
537826089,656703627
537826089,-2011975774
537826089,-451329366
537826089,-1485168439
537826089,790079650
537826089,-897921588
537826089,-636322395
537826089,-1207083084
537826089,140193760
537826089,314504450
537826089,-1647904133
537826089,79602435
537826089,-1884559339
537826089,419651266
537826089,120463595
537826089,1580276215
537826089,-313316709
537826089,499735045
537826089,1795894469
537826089,139718534
537826089,794314893
537826089,-1955509084
537826089,-613278549
537826089,1845553626
537826089,1639138920
537826089,-2087172993
537826089,-1183801698
537826089,-1019206482
537826089,1054701861
537826089,-1284352885
537826089,682798920
537826089,1689248597
537826089,690679510
537826089,323582794
537826089,1657637577
537826089,-1031132541
537826089,224781679
537826089,269817886
537826089,512571033
537826089,-2128246477
537826089,1393122079
537826089,1861781216
537826089,-1694993695
537826089,363380150
537826089,-968602011
537826089,-319863603
537826089,1678388256
537826089,-97431011
537826089,1041913396
537826089,-1394473770
537826089,-667406324
537826089,-1332406110
537826089,1942608883
537826089,1392589629
537826089,949031085
537826089,-794552168
537826089,-1333364549
537826089,746497088
537826089,-136306721
537826089,125759292
537826089,926039924
537826089,586582705
537826089,-1301194184
537826089,1330202371
537826089,-755983685
537826089,1845102005
537826089,-1294501242
537826089,511792859
537826089,1439972788
537826089,2067198806
537826089,-108465687
537826089,-1742344124
537826089,1979547038
537826089,2077995948
537826089,-214942898
537826089,-443847411
537826089,1759584358
537826089,-369089910
537826089,-1445682856
537826089,-1270776626
537826089,1449017041
537826089,371990204
537826089,883940409
537826089,-1167420675
537826089,363576627
537826089,-1107044706
537826089,774366905
537826089,-1605908251
537826089,1166511393
537826089,-1135397637
537826089,-1877632836
537826089,1338427245
537826089,1880488126
537826089,-79408152
537826089,-794265595
537826089,-478508086
537826089,-665857795
537826089,-1807565584
537826089,261531424
537826089,-2084762873
537826089,1898682773
537826089,-69069987
537826089,-1775542549
537826089,-207635618
537826089,261515089
537826089,-1226277343
537826089,462476121
537826089,-21686657
537826089,-1962556465
537826089,-73493675
537826089,1478529260
537826089,-882310236
537826089,-2005163850
537826089,-819271705
537826089,289757579
537826089,-1534972844
537826089,-1907530085
537826089,-1382546098
537826089,445936195
537826089,1293862342
537826089,-695075255
537826089,437187282
537826089,-1519587920
537826089,410431639
537826089,-1989713533
537826089,-534296381
537826089,-2079314699
537826089,-366288177
537826089,-2069492672
537826089,-838039829
537826089,-348740644
537826089,2020069516
537826089,824687051
537826089,-1733160866
537826089,4163795
537826089,1507545398
537826089,1949785305
537826089,-174416523
537826089,2062832135
537826089,-1011078330
537826089,-1344452832
537826089,1590703661
537826089,1320748985
537826089,-1141648654
537826089,-1880398097
537826089,-1146629457
537826089,-38955865
537826089,-141787520
537826089,942297382
537826089,-78228901
537826089,-1741229767
537826089,-1291936790
537826089,1509249248
537826089,-706282241
537826089,437211925
537826089,2038558876
537826089,1655024568
537826089,-1942362855
537826089,-1136708322
537826089,-236767039
537826089,-259778138
537826089,239855465
537826089,1763549246
537826089,1206488780
537826089,1511150389
537826089,918847469
537826089,-927727202
537826089,1315694400
537826089,1274954450
537826089,-642830206
537826089,1537733256
537826089,-1614891375
537826089,255124998
537826089,322419204
537826089,-54184463
537826089,1522815985
537826089,1316988744
537826089,-1274987207
537826089,-1323272165
537826089,854408145
537826089,1094953084
537826089,1779278642
537826089,-710607644
537826089,-780126014
537826089,1858316160
537826089,-205661450
537826089,-1873463015
537826089,-1226096729
537826089,-1361770600
537826089,1744301754
537826089,-1344756088
537826089,858249847
537826089,1233903827
537826089,1936259634
537826089,-1907087607
537826089,-571149142
537826089,-2122979285
537826089,-420532337
537826089,-1240735892
537826089,1125698160
537826089,868842144
537826089,-1309681531
537826089,-2137961988
537826089,-724705888
537826089,1996906102
537826089,-1160571998
537826089,-20891726
537826089,-219685997
537826089,-388701780
537826089,966488290
537826089,-1441578134
537826089,-109178876
537826089,-782845909
537826089,-1713336162
537826089,-1426996368
537826089,35597211
537826089,2081363339
537826089,-728515305
537826089,-1236213802
537826089,-1737231884
537826089,-1967594689
537826089,-21907658
537826089,648679201
537826089,1659612006
537826089,-870537837
537826089,1902369011
537826089,-1161153704
537826089,1810063984
537826089,-16992411
537826089,1417796888
537826089,306437085
537826089,-888102223
537826089,2028867912
537826089,1404369427
537826089,-1805386295
537826089,501298251
537826089,-1416601029
537826089,-231343208
537826089,248891259
537826089,-10782988
537826089,535475802
537826089,897621041
537826089,-1660324687
537826089,-1556796785
537826089,588556969
537826089,1178111877
537826089,-957419731
537826089,1338557967
537826089,-1770815558
537826089,-1036407820
537826089,-1395194599
537826089,-89197727
537826089,1266221750
537826089,92998744
537826089,-780240726
537826089,-1175392217
537826089,1113115523
537826089,-556353782
537826089,-1692314884
537826089,614813051
537826089,162562159
537826089,1355757868
537826089,455914191
537826089,623258816
537826089,392945281
537826089,1170885670
537826089,1350662509
537826089,1706732629
537826089,396926552
537826089,-1205554731
537826089,-1230315688
537826089,-1244062678
537826089,496563297
537826089,402054671
537826089,1848797128
537826089,1228120265
537826089,92015751
537826089,1824499011
537826089,-1065801338
537826089,-160899990
537826089,-1791951054
537826089,-1082280578
537826089,1384380559
537826089,63883715
537826089,-1820911258
537826089,457986395
537826089,-1943075277
537826089,357359441
537826089,1405303266
537826089,1608439292
537826089,-622890759
537826089,-865573298
537826089,-1079118457
537826089,2013352490
537826089,1644709947
537826089,1191480627
537826089,1678577205
537826089,-851540220
537826089,798664100
537826089,-98168807
537826089,-374479892
537826089,1474141594
537826089,1391605944
537826089,352534351
537826089,1400207672
537826089,1032730590
537826089,-989802670
537826089,1323721908
537826089,1888090844
537826089,1859232902
537826089,756025165
537826089,1908464543
537826089,2090866370
537826089,-1753809638
537826089,-2141279695
537826089,646008048
537826089,548588225
537826089,507966527
537826089,1665214780
537826089,-22285100
537826089,-71978700
537826089,2110273353
537826089,1241400188
537826089,-1430421442
537826089,-305952954
537826089,-464695606
537826089,162054944
537826089,-1643654006
537826089,1519415326
537826089,-1220362794
537826089,711000308
537826089,781501453
537826089,-2116277435
537826089,1841235749
537826089,-710918394
537826089,1888893502
537826089,-1610577239
537826089,196804880
537826089,-765208376
537826089,1739427073
537826089,1162342379
537826089,-407712510
537826089,-931265841
537826089,-1570223907
537826089,1811341642
537826089,1517547696
537826089,-1937201587
537826089,-2030097351
537826089,-861591955
537826089,1993931799
537826089,401636642
537826089,420885443
537826089,-2094233093
537826089,886152713
537826089,-2066534904
537826089,1674152235
537826089,-1406466353
537826089,-2123068525
537826089,1425710612
537826089,976031967
537826089,222177228
537826089,-2009718076
537826089,-255239617
537826089,291584921
537826089,167281409
537826089,1822656090
537826089,1093356502
537826089,-2093102656
537826089,918830138
537826089,2058088875
537826089,-1959903193
537826089,-294722203
537826089,1653352833
537826089,-1811398906
537826089,1818716009
537826089,-397737147
537826089,1827997671
537826089,-1662699524
537826089,1934219344
537826089,152453647
537826089,-225445484
537826089,-1397020768
537826089,-1107839253
537826089,-206776185
537826089,-1780269361
537826089,1531719778
537826089,2051240300
537826089,136356624
537826089,1243726096
537826089,1118546330
537826089,793977953
537826089,669478100
537826089,-1019623411
537826089,-110824880
537826089,-1593497025
537826089,1187327486
537826089,-1196100728
537826089,-1588155800
537826089,-200106158
537826089,-86543979
537826089,1533898793
537826089,-1850656012
537826089,897752779
537826089,-905084601
537826089,1140295869
537826089,526980131
537826089,-1041831254
537826089,-364642040
537826089,-1666377757
537826089,-93023941
537826089,-1288267674
537826089,934010106
537826089,-421139020
537826089,-44337654
537826089,1798611045
537826089,1737477341
537826089,812399417
537826089,1192111191
537826089,-1162128923
537826089,-1261322319
537826089,2024592334
537826089,2050371924
537826089,-1056216478
537826089,214902693
537826089,1511870834
537826089,-1115908589
537826089,-126921984
537826089,1975254735
537826089,1513247047
537826089,119139424
537826089,-949801958
537826089,1069995199
537826089,461672702
537826089,444740095
537826089,2031366761
537826089,847657465
537826089,-1009596329
537826089,-1351924498
537826089,-416797521
537826089,-542870493
537826089,-1371224626
537826089,-720445803
537826089,1234903559
537826089,-206407633
537826089,338730927
537826089,-304372098
537826089,1430634211
537826089,48728384
537826089,1359018663
537826089,-993087646
537826089,-2018145254
537826089,634343038
537826089,1520193838
537826089,151061170
537826089,1557509984
537826089,228738583
537826089,952292212
537826089,-777995752
537826089,680354613
537826089,-1436384805
537826089,1816717298
537826089,-2005187647
537826089,1570829855
537826089,-1856742764
537826089,-1915050472
537826089,-589097184
537826089,628600499
537826089,-1452391769
537826089,345833301
537826089,-1261666554
537826089,-843233680
537826089,146408299
537826089,-769754677
537826089,2121242042
537826089,1724837142
537826089,614625151
537826089,-515872099
537826089,1588032838
537826089,-1113049526
537826089,130305062
537826089,362634875
537826089,-2071359648
537826089,-1860510989
537826089,-394763373
537826089,1052513618
537826089,-1290217225
537826089,1942583353
537826089,915029368
537826089,-474937278
537826089,1032214143
537826089,647875940
537826089,588286186
537826089,1610585088
537826089,-454211347
537826089,-1303372206
537826089,283090140
537826089,-373766725
537826089,-760389975
537826089,1915698731
537826089,2080542727
537826089,1065784193
537826089,149857510
537826089,1672605624
537826089,-1398169440
537826089,-1260447531
537826089,234308092
537826089,1256703728
537826089,-1034654132
537826089,-545647775
537826089,1542526957
537826089,-637077978
537826089,-729401182
537826089,-475107446
537826089,440637028
537826089,800850836
537826089,1948694542
537826089,-1605710749
537826089,1606398866
537826089,794542965
537826089,458512228
537826089,-714704554
537826089,-1716996707
537826089,-1202408342
537826089,-374463088
537826089,-1750443038
537826089,-291183889
537826089,-1193020239
537826089,-602271672
537826089,1834377475
537826089,-1225622875
537826089,-877819915
537826089,-1581093477
537826089,1153042656
537826089,-330760145
537826089,1524201137
537826089,-1730276173
537826089,-1933836078
537826089,1604252657
537826089,523400000
537826089,-204316768
537826089,-1721314030
537826089,559942937
537826089,1415936024
537826089,-752033876
537826089,1696852388
537826089,-1002313527
537826089,-154428862
537826089,-1202850620
537826089,-230547765
537826089,-663358210
537826089,-356284850
537826089,-551767150
537826089,-716310052
537826089,1196477378
537826089,-872773784
537826089,-102271628
537826089,-1609323385
537826089,2114458269
537826089,1591497289
537826089,1453021703
537826089,-455587771
537826089,173131471
537826089,-1213179120
537826089,-912333505
537826089,-51777462
537826089,-1056895580
537826089,-1717283583
537826089,318750295
537826089,363231500
537826089,1794934359
537826089,951530523
